CUSTOMER_KEY,TRIAL_CUSTOMER_TYPE,CONTROL_GROUP_FLAG,TARIFF_PRODUCT_CD,FEEDBACK_TECH1_PRODUCT_CD,FEEDBACK_TECH2_PRODUCT_CD,LIFESTYLE_AUDIT_PRODUCT_CD,INFERRED_CELL,VERIFIED_CELL,SERVICE_TYPE,GENERAL_SUPPLY_CNT,CONTROLLED_LOAD_CNT,NET_SOLAR_CNT,GROSS_SOLAR_CNT,OTHER_LOAD_CNT,SERVICE_LOC_STATUS_NAME,ASSRTD_CLIMATE_ZONE_CD,ASSRTD_CLIMATE_ZONE_DESC,ASSRTD_DWELLING_TYPE_CD,ASSRTD_GAS_USAGE_GROUP_CD,ASSRTD_ELECTRICITY_USE_GRP_CD,DWELLING_TYPE_CD,DRYER_USAGE_CD,REDUCING_CONSUMPTION_CD,AIRCON_TYPE_CD,NUM_REFRIGERATORS,NUM_ROOMS_HEATED,HAS_GENERATION,HAS_INTERNET_ACCESS,HAS_GAS,HAS_GAS_HEATING,HAS_GAS_HOT_WATER,HAS_GAS_COOKING,HAS_POOLPUMP,HAS_AIRCON,HAS_GAS_OTHER_APPLIANCE,IS_HOME_DURING_DAYTIME,HAS_AGREED_TO_SMS,SMART_METER_INSTALLATION_DATE,LIFESTYLE_AUDIT_PERFORMED_DATE,PROVISIONING_COMPLETE_DATE,OFFER_WITHDRAWN_DATE,ACCEPTANCE_WITHDRAWN_DATE,OPERATION_START_DATE,OPERATION_FINISH_DATE,AGREEMENT_EXIT_REASON
10390809,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,22-Jun-12,,,,,,,
10390813,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2-Jul-12,,,,,,,
10390831,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2-Jul-12,,,,,,,
10390977,Control,Y,,,,,17,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10-Oct-11,,,,,,,
10391009,Network,N,,,,,45,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,11-Oct-11,,,,,,,
10391025,Network,N,,,,,45,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,11-Oct-11,,,,,,,
10391055,Network,N,NETDPRPPE,,,,9,7.0,Domestic,1,0,0,0,0,Opted Out,6,Mild temperate,Unit,MED,LOW,Unit,NONE,HI,,1.0,0.0,N,Y,N,N,N,N,N,N,N,N,Y,20-Jun-12,,5-Dec-12,,,5-Dec-12,19-Dec-12,OptOutExit
10391065,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391069,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391073,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391075,Network,N,,,,,45,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391079,Network,N,,,,,45,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391081,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,11-Oct-11,,,,,,,
10391083,Network,N,,,,,45,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391085,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391103,Network,N,,NETPOR,,,81,103.0,Domestic,1,0,0,0,0,Trial Closed,6,Mild temperate,Unit,MED,HI,Unit,NONE,MED,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,20-Jun-12,,2-Jul-13,,,2-Jul-13,28-Feb-14,OPTOUTNETWKCLOSE
10391105,Network,N,,,,,45,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391107,Network,N,,,,,45,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391109,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391129,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391139,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391149,Network,N,,,,,81,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391161,Control,Y,,,,,45,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391167,Network,N,,,,,45,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jun-12,,,,,,,
10391181,Network,N,,,,,53,41.0,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,HI,MED,SeparateHouse,NONE,HI,SplitSystem,1.0,1.0,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,11-Aug-12,,,,,,,
10391187,Control,Y,,,,,5,,Domestic,2,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,24-Jul-12,,,,,,,
10391195,Network,N,,NETPOR,,,5,5.0,Domestic,1,0,0,0,0,Trial Closed,6,Mild temperate,NotUnit,HI,LOW,SeparateHouse,NONE,HI,,2.0,0.0,N,Y,Y,N,Y,Y,N,N,N,N,Y,3-Jul-12,,4-Jan-13,,,4-Jan-13,28-Feb-14,OPTOUTNETWKCLOSE
10391243,Network,N,,,,,23,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,16-Mar-12,,,,,,,
10393597,Network,N,,NETPOR,,,24,24.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,LOW,SemiDetached,LOW,HI,,1.0,0.0,N,Y,Y,N,N,Y,N,N,N,N,Y,2-Apr-12,,4-Jun-13,,,4-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
10398789,Control,Y,,,,,15,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,26-Jul-12,,,,,,,
10398791,Network,N,,,,,15,,Domestic,1,1,0,0,0,Not a Customer,6,Mild temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5-Sep-12,,,,,,,
10398801,Network,N,,,,,15,,Domestic,1,1,0,0,0,Not a Customer,6,Mild temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,25-Jul-12,,,,,,,
10398827,Network,N,,,,,17,,Domestic,1,1,0,0,0,Not a Customer,6,Mild temperate,NotUnit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,25-Jul-12,,,,,,,
10398833,Control,Y,,,,,17,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,25-Jul-12,,,,,,,
10398851,Network,N,NETDPRPPE,,,,23,7.0,Domestic,1,1,0,0,0,Trial Closed,6,Mild temperate,Unit,HI,LOW,Unit,LOW,HI,SplitSystem,2.0,0.0,N,N,N,N,N,N,N,Y,N,N,Y,26-Jul-12,,2-Nov-12,,,2-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
10402309,Network,N,,NETPOR,,,98,100.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,HI,SeparateHouse,LOW,HI,,2.0,6.0,N,Y,Y,Y,Y,N,Y,N,N,N,N,23-Jul-12,,12-Jun-13,,,12-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
10402757,Network,N,,,,,59,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,16-Mar-12,,,,,,,
10413329,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,6-Jul-12,,,,,,,
10413331,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,22-Jun-12,,,,,,,
10413335,Control,Y,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10-Oct-11,,,,,,,
10413337,Control,Y,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10413341,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,22-Jun-12,,,,,,,
10413347,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10413351,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,22-Jun-12,,,,,,,
10413357,Control,Y,,,,,45,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10413359,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10-Oct-11,,,,,,,
10413365,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10413369,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,22-Jun-12,,,,,,,
10413373,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27-Mar-12,,,,,,,
10413375,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10413379,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,22-Jun-12,,,,,,,
10413383,Control,Y,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-Jun-12,,,,,,,
10413385,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10413393,Control,Y,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-Jun-12,,,,,,,
10413395,Network,N,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10413399,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,22-Jun-12,,,,,,,
10413401,Control,Y,,,,,9,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-Jun-12,,,,,,,
10419943,Control,Y,,,,,100,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,8-Jun-12,,,,,,,
10419947,Network,N,,NETPOR,,,100,96.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,HI,HI,SeparateHouse,LOW,MED,SplitSystem,1.0,0.0,N,Y,Y,N,N,Y,Y,Y,N,N,Y,19-Apr-12,,13-Nov-12,,,13-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
10419973,Network,N,NETDPRPPE,,,,100,98.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,HI,HI,SeparateHouse,LOW,MED,Ducted,1.0,4.0,N,Y,Y,Y,N,N,Y,Y,N,N,Y,2-May-12,,24-Nov-12,,,24-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
10419995,Network,N,NETDPRPPE,,,,28,24.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,HI,LOW,SeparateHouse,HI,MED,Ducted,3.0,0.0,N,Y,N,N,N,N,Y,Y,N,N,Y,11-Jul-12,,17-Nov-12,,,17-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
10419997,Control,Y,,,,,100,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-May-12,,,,,,,
10420051,Control,Y,,,,,100,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,17-Jul-12,,,,,,,
10420061,Network,N,,NETPOR,,,28,24.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,HI,LOW,SeparateHouse,NONE,MED,,1.0,0.0,N,Y,N,N,N,N,N,N,N,N,N,12-Jul-12,,2-Nov-12,,,2-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
10420063,Control,Y,,,,,100,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2-May-12,,,,,,,
10420419,Network,N,,,,,15,,Domestic,1,1,0,0,0,Not a Customer,6,Mild temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2-Aug-12,,,,,,,
10420441,Network,N,,,,,23,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Oct-11,,,,,,,
10420661,Control,Y,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420663,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420665,Control,Y,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420667,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420669,Control,Y,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420671,Control,Y,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420673,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420675,Control,Y,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420679,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420681,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420683,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420685,Control,Y,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420687,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420689,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420691,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420693,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420695,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420697,Control,Y,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420703,Control,Y,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420707,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jun-12,,,,,,,
10420709,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420711,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jun-12,,,,,,,
10420715,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420717,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420719,Network,N,,NETPOR,NETSIHD,,11,7.0,Domestic,1,0,0,0,0,Trial Closed,6,Mild temperate,Unit,HI,LOW,Unit,NONE,HI,Ducted,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,14-Jun-12,,23-Nov-12,,,23-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
10420721,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420723,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jun-12,,,,,,,
10420725,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420727,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jun-12,,,,,,,
10420729,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420731,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jun-12,,,,,,,
10420733,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420735,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jun-12,,,,,,,
10420743,Network,N,,,,,47,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jun-12,,,,,,,
10420749,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420751,Network,N,,,,,83,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jun-12,,,,,,,
10420753,Network,N,,,,,11,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,Unit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
10420893,Control,Y,,,,,51,,Domestic,1,0,0,0,0,Not a Customer,6,Mild temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,6-Mar-12,,,,,,,
10420895,Network,N,,,,,51,,Domestic,1,1,0,0,0,Not a Customer,6,Mild temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,31-Jan-12,,,,,,,
10420899,Control,Y,,,,,15,,Domestic,1,1,0,0,0,Not a Customer,6,Mild temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4-Jul-12,,,,,,,
10420903,Network,N,NETDPRPPE,,,,51,61.0,Domestic,1,0,0,0,0,Opted Out,6,Mild temperate,NotUnit,MED,MED,SeparateHouse,NONE,HI,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,31-Jan-12,,30-Nov-12,,,30-Nov-12,12-Sep-13,OptOutExit
10420909,Network,N,,NETPOR,,,15,13.0,Domestic,1,0,0,0,0,Trial Closed,6,Mild temperate,NotUnit,MED,LOW,SeparateHouse,NONE,HI,,1.0,0.0,N,Y,N,N,N,N,N,N,N,N,Y,6-Mar-12,,5-Jun-13,,,5-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
10420921,Network,N,,,,,87,,Domestic,1,0,1,0,0,Not a Customer,6,Mild temperate,NotUnit,MED,HI,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4-Jul-12,,,,,,,
10420923,Network,N,,NETPOR,,,15,15.0,Domestic,1,0,0,0,0,Trial Closed,6,Mild temperate,NotUnit,MED,LOW,SeparateHouse,NONE,LOW,,1.0,0.0,N,Y,Y,N,Y,Y,N,N,N,N,N,5-Jul-12,,1-Nov-12,,,1-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
